cleaned_review,standardized_date,cleaned_rating,Restaurant,Address,sentiment_score,sentiment
really really liked this place the ambiance is so enjoyable its right off of 2nd street so you can see all the lights on the trees theres a parking garage right beside the restaurant on guadalupe street the happy hour menu is amazing half off the entire list of drinks must sit in the bar area for the happy hour more seating in the area than pictured including a small patio they have some amazing tequila options we couldnt believe the complexity and flavor of the el cubico the tacos are authentic with corn tortillas that are smooshed and hand cooked  great place for gf and df very happy with the tacos  thank you luke and staff for the amazing experience,2024-09-20,4.2,La Condesa,"400 W 2nd St A, Austin, TX 78701, USA",0.9908,Positive
cool place use to be great  now they suck this is my monster bowl i havent touched it yet and can see the bottom of the bowl they skimp on everything now  i used to love this place and now its rare that i ever go  come on man load us up on rice and beans at least theyre cheap  this bowl cost me almost 18,2024-02-01,4.4,Freebirds World Burrito,"515 S Congress Ave Ste. 101, Austin, TX 78704, USA",0.8271,Positive
thank you guys  yk who you are this night crew specifically are super great turned my frown upside down for sure the burrito was too good,2024-09-09,4.4,Freebirds World Burrito,"515 S Congress Ave Ste. 101, Austin, TX 78704, USA",0.9403,Positive
i placed an online pickup order for a bowl and a quesadilla  when i arrived back home i noticed my quesadilla did not have any cheese in it whatsoever same with my bowl and was missing the guac   that i paid almost 3 extra for im a die hard freebirds fan but this was an extremely disappointing experience and wont be back anytime soon,2024-01-10,4.4,Freebirds World Burrito,"515 S Congress Ave Ste. 101, Austin, TX 78704, USA",-0.8095,Negative
the service and employees were topnotch and the establishment was spotless while the food was tasty it would have been even better with a bit more meat its starting to feel like freebirds is becoming similar to subway,2024-08-08,4.4,Freebirds World Burrito,"515 S Congress Ave Ste. 101, Austin, TX 78704, USA",0.6597,Positive
nice place to grab quick burrito or a bowl parking spaces are a bit tight but usually there are some spaces available been here a few times and always loved the food quality,2023-03-01,4.4,Freebirds World Burrito,"515 S Congress Ave Ste. 101, Austin, TX 78704, USA",0.8047,Positive
tried the chicken fried pork chop  it was really tasty jalapeno creamed spinach and the okra and tomatoes they were good nice variety of sides to choose from we skipped dessert will be back,2024-09-23,4.1,Hoover's Cooking,"2002 Manor Rd, Austin, TX 78722, USA",0.6908,Positive
great experience with delicious food the staff is wonderful and the atmosphere is welcoming the food is good really good with the chicken as the star of the show there are plenty of dessert options for those with a sweet tooth,2024-06-20,4.1,Hoover's Cooking,"2002 Manor Rd, Austin, TX 78722, USA",0.9726,Positive
"april 2024

hoovers cooking is all about serving the local community with southern comfort food much of which is locally sourced i have dined here before a few times in the past and was excited to return  it is located in an area full of new popular eateries but this place is a landmark there was plenty of parking and was easy to find it is all table seating except a few booths

i noticed the staff took their time to seat and serve you no rushing which made me feel more like being at my parents it was very calm  i also noticed the love rocks tx slogan all over with a huge collection of painted rocks to spread love which remind when i myself painted a rock during covid there was a charm about this place watching an older man painting away

i ordered the 2pc fried chicken dark with 2 house mates macaroni  cheese and green beans and sweet tea from looking around this place it displays local austin history all around including items from the frisco shop once our heavy plates of food arrived the fried chicken looked very good the food was very hot  i tried a chicken leg and the crust was crunchy and tasty  the chicken was also very delicious the mac  cheese was great along with the green beans which had chunks of brisket in it overall it was really good where it was not spicy at all and perfect for older folks really good fried chicken

planning to return to try the fried catfish or bbq chicken",2024-04-07,4.1,Hoover's Cooking,"2002 Manor Rd, Austin, TX 78722, USA",0.9972,Positive
first time here the service was great our waiter was very friendly the chicken and dumplings were very tasty as was the mac and cheese the sweet tea wasnt as sweet as i liked but thats not on them at all prices are very reasonable will definitely be coming back,2024-08-29,4.1,Hoover's Cooking,"2002 Manor Rd, Austin, TX 78722, USA",0.9098,Positive
i have been here three times and it never disappoints great hospitality and wonderful soul food,2024-08-25,4.1,Hoover's Cooking,"2002 Manor Rd, Austin, TX 78722, USA",0.3798,Positive
the fish fajitas here are one of my favorite dishes to eat in austin more people need to get hip to this it is always excellent even after the 10 years ive been eating here everything on the menu is amazing i highly recommend mango margaritas are so worth it my buddy said its the best mexican food hes ever had and hes been all over the world ,2024-07-22,4.2,Polvos,"2004 S 1st St, Austin, TX 78704, USA",0.9637,Positive
"only giving 2 stars for the ambiance and location

service was about as bad as it gets the server was rude and blatantly unfriendly when taking our order rather than explaining what we could get with our chilaquiles he turned his screen around and made us read through the options on his pos system

portion sizes were large but the food wasnt anything special no salsa rojo on chilaquiles is pretty strange margarita was just bad

would not recommend",2024-07-26,4.2,Polvos,"2004 S 1st St, Austin, TX 78704, USA",-0.847,Negative
"food was good margaritas were delish
this place is expensive idk if it was really worth it
there parking lot is not very big so it was a mission to get out parking lot",2024-07-27,4.2,Polvos,"2004 S 1st St, Austin, TX 78704, USA",0.5709,Positive
sooo tasty and great portion sizes there are so many vegetarian options too i got the vegetarian enchilada and taco combo the pickles and salsa is also so delicious i liked the margarita def a lot of alcohol the staff is very nice too and the restaurant is so cute i would love to come back,2024-05-17,4.2,Polvos,"2004 S 1st St, Austin, TX 78704, USA",0.976,Positive
"we came around 7pm on friday and were sat right away

ton of street parking behind

we ordered some queso and got it in less than 5 mins

then ordered the 3 chicken fajita tacos and 3 steak fajita tacos also got the chile rellano with steak

very good quality mexican food and everything was prepared super fast
also have salsa bar with delicious pickled carrots 

total bill for the three dishes was 62

cant wait to dine again",2024-06-30,4.2,Polvos,"2004 S 1st St, Austin, TX 78704, USA",0.9134,Positive
a local tip from the hotel for good burgers wow we were not disappointed i like the atmosphere feels local rather dark in the evening but super cool burgers were great i can only recommend it,2024-09-18,4.5,Casino El Camino,"517 E 6th St, Austin, TX 78701, USA",0.9711,Positive
"service on a sunday afternoon was pretty good food is made fresh and the burgers are worth the hype pretty fairly prices food my girl and i had 3 items totaling 37 before tip

atmosphere could be better but its officially a bar everything in here is dark and somewhat goth or metal themed

i would certainly back again the decor wouldnt keep me away nor should other people avoid it for the divebar style they are known for",2024-09-08,4.5,Casino El Camino,"517 E 6th St, Austin, TX 78701, USA",0.8176,Positive
after hearing from a bartender at another place i wanted to check it out i looked at reviews knew what to expect and the place is how it was described  i liked the vibe here loud music cool wall hangings i ordered a beer and the staff told me how the food ordering works i got the chicago burger and fries the burger was made just how the menu describes it medium  it was absolutely great  i know where to go for a burger next time im in town,2024-07-23,4.5,Casino El Camino,"517 E 6th St, Austin, TX 78701, USA",0.8588,Positive
overall this is a unique space but then it is austin the burger and chili cheese fries are amazing the burger had great favor and the fries hit the spot the ppl welcomed us and made service easy this place may be a bar but put bar food on the next level,2024-09-02,4.5,Casino El Camino,"517 E 6th St, Austin, TX 78701, USA",0.9731,Positive
are you kidding me this place had the music blaring it was super dark in here and it was amazing 10 out of 10 recommend the guys were the sweetest aka the staff the food was to die for it was the kind of place you dont want to miss out on dont let the atmosphere fool you walk in order sit down and enjoy ,2024-06-06,4.5,Casino El Camino,"517 E 6th St, Austin, TX 78701, USA",0.8032,Positive
been going here for quite awhile live close by usually fairly happy with the product but it seems to have waned recently was fairly soggy and there must be a pepperoni shortage i dont know about just expect a little more for the price service was great tho very kind lady at the front,2024-05-20,4.4,East Side Pies,"1401 Rosewood Ave, Austin, TX 78702, USA",0.9107,Positive
the pizza had a delicious flavor but the crust wasnt as crispy as i prefer overall it was a good experience and the friendly staff made up for it,2024-07-10,4.4,East Side Pies,"1401 Rosewood Ave, Austin, TX 78702, USA",0.8885,Positive
"ordered a pepperoni the slice had just 2 pieces of pepperoni would rather have picked up a cheese pizza slice

i asked for ketchup chilly saucemustard was asked to take it from the restaurant next door which was rather strange

one of those places where you feel
why i should i leave a tip ",2024-08-10,4.4,East Side Pies,"1401 Rosewood Ave, Austin, TX 78702, USA",-0.25,Negative
pizza was very tasty  crust was perfectly thin and crispy had jamaican pizza with jerk chicken and jalapeos which i could have done with less no inside seating but does have picnic tables 18 bucks for a 10 in so be ready for that,2023-02-12,4.4,East Side Pies,"1401 Rosewood Ave, Austin, TX 78702, USA",0.6266,Positive
bought three slices for lunch i asked for a box for my three slices and the guy at the counter refused to help me out after giving him a healthy tip no thanks or show of appreciation instead he puts my pizza on a cheap flimsy plate wrapped in foil and all three slices stacked up on top of each other the cheese was all stuck on the foil and was the soggiest pizza ive ever had the flavor was good but the counter guy ruined everything i will never go back they wont get my business ever again,2024-06-05,4.4,East Side Pies,"1401 Rosewood Ave, Austin, TX 78702, USA",0.25,Positive
inside area was closed sign seemed to read that would start at 6 but it was only 4 ordered ahead but had to wait in long drive through line asked for light water in americano but the cup was full a little disappointing,2024-09-28,4.1,Starbucks,"2300 S I-35 Frontage Rd, Austin, TX 78704, USA",-0.5941,Negative
normally i love this location but i wanted my drink made a certain way and the barista not only refused to make it but made my order the way he thought it should be and charged me extra lol wrote this review and went to a local spot instead they had zero issues ,2024-05-04,4.1,Starbucks,"2300 S I-35 Frontage Rd, Austin, TX 78704, USA",0.8435,Positive
"employee at the window name cindy i believe was rushing at the order taker not friendly at all i pulled up to the window i already have my card present and she sticks the machine out basically by the window and im reaching out my car and i asked her if she can bring it out a little bit and she didnt even budge same thing with my drinks and loafs i asked for her name and she was rude and i just asked for my receipt and she basically tossed it in my hand i had my son who is 11 with me and he asked me if she was mad or okay and i said i dont know i didnt do nothing to her
we go to starbucks 4xs a week and its always me and my 4 kids but i guess today wasnt her day keep the rudeness away from customers we are in austin other customers dont care and are crazy",2024-05-22,4.1,Starbucks,"2300 S I-35 Frontage Rd, Austin, TX 78704, USA",-0.8947,Negative
when i visited this place the restroom was closed and the personnel were not friendly the coffee was ok,2024-05-19,4.1,Starbucks,"2300 S I-35 Frontage Rd, Austin, TX 78704, USA",-0.1098,Negative
very consistent starbucks experience coffee  was good and freshly brewed the coffee shop staff was very friendly and accommodating the place was clean and there were plenty of power outlets and tables for getting some laptop work done ambiance music was good my only suggestion would be to close a bit later on weekdays as 9pm seems a bit early,2019-07-24,4.1,Starbucks,"2300 S I-35 Frontage Rd, Austin, TX 78704, USA",0.8999,Positive
this spot is a fantastic choice for a latenight drink and appetizers the bar service was impressively quick and friendly making the experience even better their happy hour deals are a steal with 5 drinks and 10 appetizers we tried the pink lotus cosmo zen margarita and their famous lettuce wraps all of which were delicious the flavors were spot on and everything was wellprepared the combination of great service tasty food and affordable prices makes this place a goto for casual drinks and bites ill definitely be coming back,2024-09-05,4.2,P.F. Chang's,"201 San Jacinto Blvd, Austin, TX 78701, USA",0.9709,Positive
i spent a lot of time trying to think of the right words to say to sell that this is an amazing place to visit but honestly its ok the menu has been changing for a while and  the two dishes that originally brought me back to this restaurant time  time again are gone the food is edible i can definitely say this visit was not worth my driving an hour for but the bartender was amazing and if she worked anywhere else id definitely visit her again warmest shout out to lauren for having an amazing personality and for trying so hard to make this experience enjoyable for that we are so grateful ,2024-03-27,4.2,P.F. Chang's,"201 San Jacinto Blvd, Austin, TX 78701, USA",0.9899,Positive
we recently visited pf changs and were delighted with our experience thanks to the exceptional service provided by kaeden having dined at various pf changs locations across the usa we found the service here to be exemplary kaeden was incredibly friendly and helpful making our meal all the more enjoyable the food was served hot and delicious perfectly capturing the flavors we love thank you kaeden for making this visit memorable,2024-06-07,4.2,P.F. Chang's,"201 San Jacinto Blvd, Austin, TX 78701, USA",0.9842,Positive
"tasted vegetable spring rolls korean glass noodles with a side of tofu and chicken combo and banana spring roll dessert almost all of em were tasty

for dessert i would go back

taste  yum except proteins tofu and chicken were bland
quality super fresh
dessert delicious
price range moderate

overall  455",2024-03-19,4.2,P.F. Chang's,"201 San Jacinto Blvd, Austin, TX 78701, USA",0.872,Positive
"friendly staff from start to finish  the food was delicious and plentiful

thank you for making our experience perfect

 the visitors from florida",2024-08-26,4.2,P.F. Chang's,"201 San Jacinto Blvd, Austin, TX 78701, USA",0.9201,Positive
cannot say enough good things about this place this is my most favorite place to eat in austin i love the atmosphere the food the workers everything ive eaten here countless times and its always been perfect the food is high quality unprocessed and all plant based whole foods i tell everyone i know to come here ive recently moved out of state and everytime i come back to austin this is where i go they have a beautiful outdoor seating area where you are canopied by the trees they also have a playground for the kiddos inside is a cafeteria like seating area with cozy lighting they even sell their own cookbooks this is truly a 1010 place,2024-08-27,4.7,Casa de Luz Village,"1701 Toomey Rd, Austin, TX 78704, USA",0.9589,Positive
beware of this place its a wolf in sheeps clothing i was also fooled for a while then i saw what happens hours after the place closes people leaving who are laughing endlessly even though no one is talking as if they are intoxicated i once was a volunteer and hung out there playing classical music on my guitar then i was accosted by someone leaving at 330am who threatened me with violence simply because i questioned why he was there in the middle of the night i informed the creator of the place and he suggested i do not return he is obviously a willing participant they even rented a room and promoted a group claiming they work for the reincarnation of jesus christ whose name starts with buddha see attached photo i also found an aa chip left on the sign a grim note that sobriety was broken here stay away for your own safety,2024-09-21,4.7,Casa de Luz Village,"1701 Toomey Rd, Austin, TX 78704, USA",-0.8591,Negative
went here on a trip to austin so sad there isnt one in dallas my husband has crohns disease and therefore eats wfpb no oils no refined sugars we never thought we would find a restaurant that has this type of food it was beyond delicious food was fresh and it felt great on our stomachs and we even had like 23 desserts each time  this place is a gem and we will be returning for our anniversary,2024-07-16,4.7,Casa de Luz Village,"1701 Toomey Rd, Austin, TX 78704, USA",0.638,Positive
"we went to casa de luz last night and it was the cutest place everything was fantastic the problem is my 3 year old and i shared my platter and both of us ended up getting food poisoning later that night the one thing i remember consuming that tasted completely off was the avocado it tasted like straight up rotten avocado but i dished up my kids food before trying everything by then my child had consumed her entire avocado portion i gave her we had come here with my sister and her family and our family friend i asked everyone else if their avocado tasted rotten or weird at all and everyone said it tasted like it was seasoned just with lemon juice by then i just plugged my nose and ate my entire portion of avocado because i didnt want to waste anything
it was extremely dim even for the kitchen area so i wonder if that affected the ability to ensure no rotten food served

we wanted to love this place because everything else tasted amazing and the atmosphere with the nearby playground was incredible

i put a picture of the plate my husband had nobody else had a bite from my plate",2024-07-14,4.7,Casa de Luz Village,"1701 Toomey Rd, Austin, TX 78704, USA",0.9443,Positive
definitely recommend this is the first vegetarian restaurant ive tried and everything was great the menu is set daily that includes drinks you can order additional desserts if you like at an extra cost will definitely visit again,2024-07-02,4.7,Casa de Luz Village,"1701 Toomey Rd, Austin, TX 78704, USA",0.926,Positive
had a great meal here at hyde park grill orderded the famous buttermilk fries to start and they were crispy and satisfying chicken fried steak for dinner it was tasty but i wouldnt say the best ive ever had i would like to come back and try another dish i would dock half a star for the heat inside the area we were sat didnt have a fan over it and got pretty hot as the meal went on was definitely ready for the check to arrive i would recommend this spot has a classic restaurant vibe to it,2024-08-23,4.5,Hyde Park Bar & Grill,"4206 Duval St, Austin, TX 78751, USA",0.9344,Positive
unique spot food was good however if youre concerned definitely ask how your dish is prepared i asked what the steamed broccoli is seasoned with server said nothing  the painkiller drink is tasteless so id recommend skipping it id totally eat here again i enjoyed the bacon glazed meatloaf and avocado fries the collards w bacon was a hitafter i added a touch of honey,2024-07-04,4.5,Hyde Park Bar & Grill,"4206 Duval St, Austin, TX 78751, USA",0.9114,Positive
as someone who has been rating all of the chicken fried steaks he eats since the first of the year i have handed out very few perfect scores this chicken fried steak is beautiful tastes amazing has excellent highquality meat and the crust is superb the gravy is excellent and i almost hate to mention how good the mashed potatoes are because theyre outstanding i live seven hours from here and this chicken fried steak might be worth the trip,2024-06-22,4.5,Hyde Park Bar & Grill,"4206 Duval St, Austin, TX 78751, USA",0.9827,Positive
"this is a solid neighborhood joint with a few gems on their menu i come here when i just need something consistent and good in a relaxed atmosphere without needing to look feel trendy

i usually stop in just for fries and a drink or the fried avocado its just yummy and hits the spot",2024-07-31,4.5,Hyde Park Bar & Grill,"4206 Duval St, Austin, TX 78751, USA",0.836,Positive
the crowd here is on the older side people come with their families or even on dates the drinks are strong the happy hour is cheap but only limited items there is plenty of parking in the front back and a bigger lot further back we ordered 4 of their happy hour drinks they were tasty and came quickly for the food we opted for happy hour finger food we got their famous fries fried beans and fried avocado the fries were delicious they are coated in some starch and fried the avocado tasty so good like creamy egg yolk the fried string beans are just as youd expect the dipping sauces were yummy the portions here are very big for their happy hour price the staff was nice and quick i would def come back again to try their chicken fried steak entree,2023-06-23,4.5,Hyde Park Bar & Grill,"4206 Duval St, Austin, TX 78751, USA",0.992,Positive
"my sister and i used to come here for chocolate martinis back when we were grad students up at ut circa 20102012 i just visited austin again and was so glad to be able to revisit halcyon

halycon remains one of my alltime favorite cafeeaterybars 
thanks for the partly stormy and for the memories of a younger more hopeful me 

i drank alone on the patio and remembered how much i loved 4th street and my ut denim bucket hat successfully worked as a do not disturb sign for everyone except a canadian guy in town for a conference and he just wanted to explain why he was taking pictures of a really cool looking bike in the bike rack right below my seat it was indeed a pretty cool bike",2024-08-31,4.3,Halcyon,"218 W 4th St, Austin, TX 78701, USA",0.9819,Positive
" austins coffee shop pioneer 

since 2002 halcyon has been setting the gold standard for coffee shops in austin and the rest of texas as the original trendsetter it continues to impress with its perfect balance of ambiance and quality

their vanilla lattes are a testament to their expertise  neither too bitter nor too sweet and served at just the right temperature

the seating options cater to every need whether youre tackling work on your laptop enjoying a first date or meeting a client

what sets halcyon apart is its versatility its not just about great coffee they also offer delicious light bites for when you need a snack without committing to a full meal

halcyon isnt just a coffee shop its an austin institution that has stood the test of time",2024-08-09,4.3,Halcyon,"218 W 4th St, Austin, TX 78701, USA",0.9069,Positive
had the matcha martini it was absolutely phenomenal i could have had a million of them customer service was fantastic didnt try the food we were there for a cute cocktail i do miss the previous artwork and decor the current decor kinda takes away from the vibe overall great place and fantastic bartenders,2024-06-27,4.3,Halcyon,"218 W 4th St, Austin, TX 78701, USA",0.9287,Positive
staff was awesome and was super patient with use after dealing the delta crash we had to keep our things there and they have really good espresso martinis,2024-08-09,4.3,Halcyon,"218 W 4th St, Austin, TX 78701, USA",0.8588,Positive
worst matcha ever the girls there did not have a good attitude they looked so bummed as if we were a burden to them the drink was disgusting 7 dollars for a matcha that was not mixed or made correctly very disappointing so much for supporting local businesses ,2024-07-16,4.3,Halcyon,"218 W 4th St, Austin, TX 78701, USA",-0.9207,Negative
my girlfriend and i recently dined here for her birthday i opted for the fivecourse tasting menu with wine pairings and every course was perfectly complemented by the selected wines they easily accommodated the menu to not include any fish at my request  my girlfriend had the vegan fivecourse tasting menu which she thoroughly enjoyed the staff really went above and beyond to make her birthday feel extra special with thoughtful touches throughout the evening vincent was an amazing host extremely knowledgeable about all the wines and offered fantastic recommendations he truly made the experience unforgettable,2024-09-22,4.5,Wink Restaurant & Wine Bar,"1014 N Lamar Blvd, Austin, TX 78703, USA",0.9771,Positive
fantastic flavors and menu with local ingredients hard to find proteins and unique but really tasty dishes all the way around highly recommend the tasting menu and theyre even good with swapping out for other dishes which is awesome because the fois gras is fantastic service was excellent and the atmosphere lended itself to phones down talking and enjoying company and good food,2024-05-31,4.5,Wink Restaurant & Wine Bar,"1014 N Lamar Blvd, Austin, TX 78703, USA",0.9888,Positive
wink is a hidden gem in austin serving up a killer chefs tasting menu with perfectly paired wines the scallops and grits were the highlight an explosion of creamy and seared flavors knowledgeable friendly service and a relaxed vibe make it a great spot for a special occasion highly recommend,2024-02-20,4.5,Wink Restaurant & Wine Bar,"1014 N Lamar Blvd, Austin, TX 78703, USA",0.9538,Positive
a fine dining experience youre not gonna want to miss the staff is extremely friendly and knowledgeable the food dances around your mouth and the venue is intimate  meaning you dont have to worry about children running around ruining your meal the chef gets his ingredients from local farms and treats them as the delicacy they are tour the menu its well worth it,2023-05-13,4.5,Wink Restaurant & Wine Bar,"1014 N Lamar Blvd, Austin, TX 78703, USA",0.7831,Positive
"had dinner didnt realize that the bar menu didnt cross over into the restaurant area and the staff were able to accommodate the food order but not the happy hour discount

we had the mussels beef tartare duck and steak

mussels were fantastic and delicious theyre from the bar menu

the beef tartare was cut a little too big and the color was brownish they had a sprinkle of cinnamon on the bread unfortunately i could not keep eating this as it reminded me of pumpkin spice cat food i would not order it again

the steak was cooked well but we found the horseradish butter to be very mild and overall it seemed like a very muted dish we were expecting some commitment to the flavor

the duck was good but i found it to be too salty and i also couldnt finish my plate

i would go to the bar again for the mussels but i would not go to the main area again",2024-08-21,4.5,Wink Restaurant & Wine Bar,"1014 N Lamar Blvd, Austin, TX 78703, USA",0.9366,Positive
honestly for a 50 meal for 2 people the quality was horribly lacking the staff all looked like they preferred to be elsewhere and were rather unhelpful the sandwich was subpar and the au ju was flavorless the best part was the salad bar and it had better been with a side salad pushing over 8 overall not a great experience probably wont return,2024-06-03,4.3,Jason's Deli,"1000 E 41st St, Austin, TX 78751, USA",0.7101,Positive
i had an awesome experience at this place the service and food were both fantastic plus its in a cool part of town near the university perfect for groups or solo outings they also give free soft serve ice cream for everyone who dines in,2024-08-13,4.3,Jason's Deli,"1000 E 41st St, Austin, TX 78751, USA",0.9517,Positive
honestly for the money you spend on a lunch at jasons deli it just isnt worth it 2 people  my sandwich wasnt that good they forgot the soup tables were dirty  the floor was dirty made me wonder if the back area i couldnt see was dirty is this store under new management whats up,2024-08-08,4.3,Jason's Deli,"1000 E 41st St, Austin, TX 78751, USA",-0.8304,Negative
this is going to be one of those reviews i post simply to remind management that the little things truly do matter and that we noticed them so first of all i would say that the alamo wrap is freaking ridiculously good and hearty and the service of all of the employees at this location was great the little thing that i noticed is there was a guy named derrick working there who was carrying these huge bins of cheese from the store into his vehicle im assuming this is for catering order when i was about to leave the store with my order he was heading towards the door at the same time he could easily have ignored me and just tried to continue on his way given he was carrying a huge bin of cheese instead he smiled greeted me and offered to let me go ahead of him of course i refused but i was very impressed that despite the possibility of derailing his progress he was still willing to let the customer go first those little things matter a lot to me and make me an even more loyal customer of jasons,2024-04-29,4.3,Jason's Deli,"1000 E 41st St, Austin, TX 78751, USA",0.9649,Positive
multiple tables were never bussed so we were not able to use unless the expectation is now that customers have to clean their own tables if they want to sit down to eat business was slow and employees were standing around so i see no reason why so many tables were left dirty the ladies bathroom is disgusting had not been cleaned and reeks of backed up sewage,2024-07-10,4.3,Jason's Deli,"1000 E 41st St, Austin, TX 78751, USA",-0.6887,Negative
our waiter was great so helpful and informative  the overall restaurant was pretty loud and packed but makes sense with it being the original location our food was great got the crispy chicken eggs benedict and breakfast tacos which was great and well flavored would return,2024-09-14,4.5,Kerbey Lane Cafe - Central,"3704 Kerbey Ln, Austin, TX 78731, USA",0.9746,Positive
the original location just hits different we came here for my sons birthday and it did not disappoint i had the migas which was absolute fire the tortillas come out piping hot my husband got the paris texas platter with the seasonal lemon poppy seed french toast which was fluffy and delicious the birthday boy got the bacon cheese burger and it was juicy and delicious great flavor our other son got the baked potato omelette which he said is the best hes ever had the seasoned potatoes are so yummy as well,2024-05-25,4.5,Kerbey Lane Cafe - Central,"3704 Kerbey Ln, Austin, TX 78731, USA",0.9766,Positive
"what an amazing experience to eat at the original kerbey lane

we walked in and where immediately greeted and seated

james was our server whom educated that this is the original kerbey lane that opened in 1980

love his hospitality

the inside is so clean and has the most amazing art dcor hanging all over the walls

the menu and food is what you would expect for vegan gluten free options

i ordered
vegan breakfast platter vg
two dr praegers veggie patties  tofu scramble topped with green onions  fresh diced tomatoes served with two half size vegan vanilla swirl pancakes
cost 1299
i started with the tofu scramble and veggie patties they both were full of flavors my pallet was extremely happy with the texture to the tofu scramble the veggie patties to me where a bit too soft and could have been cooked a bit longer so the inside was not mushy

the two vegan gluten free vanilla swirl pancakes are the best and i mean the best pancakes i have ever eaten they were fluffy moist and full of flavor if you were not aware these are vegan and gluten free and wow i am honestly speechless at the texture the taste the way the cinnamon vanilla swirl enhanced the pancakes in a way that they were extremely sweet to a point i had to take them home to finish what an amazing tasting dish

my friend ordered
french toast platter v
two slices of french toast two eggs any style  choice of all natural bacon sausage or seasonal fresh fruit 1229

they advised that the french toast was cooked to perfection full fluffy and not egg tasting they ordered over easy eggs which where cooked perfectly the seasonal fruit however was not good the honeydew and cantaloupe were not ripe and the strawberrys felt rubbery to a point i spat the strawberry out as soon as i took a bite of it we both tried the fruit to ensure that they were definitely not ripe and that the texture was off

the cleanliness is off the charts as well as the service

overall this was an amazing experience and the food overall was exceptional minus the fruit",2024-06-22,4.5,Kerbey Lane Cafe - Central,"3704 Kerbey Ln, Austin, TX 78731, USA",0.998,Positive
i really enjoyed this place the staff up front were really kind our waitress was great and the food was good looks great too they sell shirts and i do like their designs i would love to come back again,2024-05-30,4.5,Kerbey Lane Cafe - Central,"3704 Kerbey Ln, Austin, TX 78731, USA",0.9778,Positive
everything was amazing omg the pictures does no justice made fresh and from scratch our waiter was awesome and gave the best recommendations the queso enchiladas were so tasty and delicious definitely going back for more,2024-06-05,4.5,Kerbey Lane Cafe - Central,"3704 Kerbey Ln, Austin, TX 78731, USA",0.9728,Positive
my sandwich and salad tasted good but it wasnt anything exceptional i really liked that i had the option to combine my sandwich with a salad because i was able to taste both  i also got a cookie but it wasnt that good it broke extremely easily and was a bit brittle the chai was okay normal the ambience was cute though and i really enjoyed the seating options they had they had both indoor and outdoor seating which was great especially if you have dogs the food was good and i recommend for a brisk lunch date the service was amazing the staff was extremely friendly and helpful when i needed assistance with the menu,2024-08-28,4.5,Cenote,"1010 E Cesar Chavez St, Austin, TX 78702, USA",0.9945,Positive
the best cafe in austin i absolutely love this place rea is the sweetest as well as some of the best cafe food in austin the coffee is top tier they always have the best specials and seasonal options cant stress enough best place ever,2024-09-11,4.5,Cenote,"1010 E Cesar Chavez St, Austin, TX 78702, USA",0.9809,Positive
we had sunday brunch here and cant wait to come back where to startthe atmosphere employees or food cenote is in a beautifully restored property with ambiance galore indoor and outdoor seating is available and there was hardly a wait for seating at 1030 the employees were attentive to our needs and were happy to make suggestions about menu items the barista was finishing our drink orders as we completed our transaction at the register then the food started arriving to our table the chips salsa and guacamole were fresh and homemade the bacon empanada hit every savory note and the guasacaca sauce was a fantastic compliment everything about the omg breakfast was deliciouseggs breakfast potatoes sausage bacon french toast and a biscuit definitely big enough to share we subbed fries for the side with our carnitas tacos and once again another winning plate the tacos were built with cilantro onion and salsa on top of some of the best carnitas in austin the fries skin on but cut and fried in a unique way then seasoned just right with what i am assuming is a special blend oh and let me tell you about their breakfast tacos theyre stuffed fresh made and delectable the 5050 tortilla complimented our 2  filling choices of homefried potatoes egg and cheese and bacon egg and cheese and the salsa was the perfect finishing touch to them overall there was not a single bad bite had amongst the 4 of us and all we could do on the ride home was discuss how blown away we were by a place weve driven by so many times for other dining options do yourself a favor and choose cenote as your place to dine,2024-07-22,4.5,Cenote,"1010 E Cesar Chavez St, Austin, TX 78702, USA",0.9919,Positive
omg this place is amazing the entire menu is delicious and delightful their teas and coffee are incredible too one of the managers dean who is absolutely outstanding by the way was attentive pleasant and respectful we absolutely positively recommend cenote,2024-08-15,4.5,Cenote,"1010 E Cesar Chavez St, Austin, TX 78702, USA",0.9829,Positive
great coffee shop to work and eat  plenty of breakfast and lunch options i tried the cenote scramble and apple butter pancakes and would highly recommend the scramblethe only downside is that this place closes at 4pm,2024-09-26,4.5,Cenote,"1010 E Cesar Chavez St, Austin, TX 78702, USA",0.7089,Positive
i didnt catch the name of the guy who rang us up on friday morning but he was the friendliest guy and we had such a great interaction with him great food and great service all around i was a texan visiting from florida and it felt like a home welcoming and then the food was amazing it really hit the spot and set the tone for our trip its hard to find good breakfast tacos like this outside of tx,2024-09-02,4.6,Tacodeli,"1500 Spyglass Dr Suite B, Austin, TX 78746, USA",0.9935,Positive
"we went here for friday night dinner and were surprised to find the place almost empty
we had the outdoor patio all to ourselves and we are not complaining
the food was excellent i had the cowboy and the caulibella and my husband had the freaking vegan all our tacos were excellent we loved that this location also has an access to the barton creek trail and we walked our dinner off after
our dog enjoyed the patio and the experience here as well",2024-05-31,4.6,Tacodeli,"1500 Spyglass Dr Suite B, Austin, TX 78746, USA",0.9421,Positive
